city_ID,city,cloudiness,country,date,humidity,latitude,longitude,max_temp,wind_speed
338,lishan,90.0,CN,1586568416.0,78.0,31.86,113.3,7.48,6.04
339,morehead,1.0,US,1586568416.0,56.0,37.27,-87.18,10.0,1.82
340,mazagao,40.0,BR,1586568381.0,100.0,-0.12,-51.29,26.0,1.0
341,stornoway,100.0,GB,1586568417.0,93.0,58.21,-6.39,10.0,7.7
342,bababe,,,,,,,,
343,turochak,0.0,RU,1586568417.0,92.0,52.26,87.12,-4.53,0.98
344,broken hill,2.0,AU,1586568417.0,46.0,-31.95,141.43,21.0,11.3
345,palabuhanratu,,,,,,,,
346,honningsvag,100.0,NO,1586568418.0,89.0,70.98,25.97,-1.18,7.66
347,mut,0.0,TR,1586568418.0,38.0,36.64,33.44,11.64,3.65
348,ust-nera,100.0,RU,1586568230.0,88.0,64.57,143.2,-2.95,2.6
349,bull savanna,90.0,JM,1586568418.0,75.0,17.89,-77.59,24.44,0.93
350,kavaratti,0.0,IN,1586568419.0,70.0,10.57,72.64,29.06,2.95
351,torbat-e jam,100.0,IR,1586568419.0,56.0,35.24,60.62,15.18,5.53
352,narrabri,89.0,AU,1586568293.0,64.0,-30.32,149.78,20.0,5.1
353,sussex,90.0,US,1586568420.0,56.0,41.18,-74.67,7.22,6.7
354,kathu,20.0,TH,1586568420.0,83.0,7.92,98.33,28.0,2.6
355,comodoro rivadavia,75.0,AR,1586568420.0,93.0,-45.87,-67.5,15.0,1.5
356,makaleng,50.0,BW,1586568421.0,57.0,-20.9,27.28,16.68,3.96
357,batouri,100.0,CM,1586568421.0,78.0,4.43,14.37,22.46,1.45
358,pec,4.0,XK,1586568422.0,60.0,42.66,20.29,5.0,1.0
359,taksimo,93.0,RU,1586568422.0,57.0,56.34,114.88,3.75,0.68
360,zhanatas,,,,,,,,
361,det udom,20.0,TH,1586568422.0,74.0,14.91,105.08,30.0,1.0
362,el dorado,1.0,US,1586568422.0,62.0,33.21,-92.67,13.0,1.5
363,troitsko-pechorsk,90.0,RU,1586568423.0,88.0,62.71,56.2,1.01,3.97
364,polunochnoye,100.0,RU,1586568423.0,81.0,60.87,60.42,4.27,4.65
365,marsh harbour,40.0,BS,1586568423.0,85.0,26.54,-77.06,24.03,5.98
366,shieli,85.0,KZ,1586568423.0,52.0,44.17,66.75,7.0,2.91
367,alberton,100.0,CA,1586568423.0,54.0,46.82,-64.07,0.0,7.35
368,mutoko,18.0,ZW,1586568424.0,67.0,-17.4,32.23,13.02,0.46
369,petropavlovsk-kamchatskiy,20.0,RU,1586568424.0,64.0,53.05,158.65,2.0,3.0
370,panalingaan,61.0,PH,1586568424.0,68.0,8.78,117.42,28.15,1.35
371,shevchenkove,26.0,UA,1586568424.0,67.0,49.7,37.17,4.97,5.39
372,pelym,87.0,RU,1586568425.0,85.0,61.01,62.0,3.94,5.13
373,hasaki,20.0,JP,1586568425.0,35.0,35.73,140.83,15.0,1.5
374,yerbogachen,100.0,RU,1586568425.0,80.0,61.28,108.01,1.06,1.7
375,prince rupert,1.0,CA,1586568425.0,60.0,54.32,-130.32,10.0,5.7
376,paso de carrasco,1.0,UY,1586568174.0,77.0,-34.86,-56.05,17.0,2.6
377,alofi,52.0,NU,1586568426.0,65.0,-19.06,-169.92,28.0,3.1
378,gigmoto,57.0,PH,1586568426.0,75.0,13.78,124.39,27.19,2.46
379,louisbourg,,,,,,,,
380,khonuu,,,,,,,,
381,rubiataba,30.0,BR,1586568427.0,77.0,-15.16,-49.8,21.95,1.56
382,alekseyevka,82.0,RU,1586568427.0,72.0,50.63,38.69,5.23,5.12
383,hobyo,54.0,SO,1586568427.0,69.0,5.35,48.53,27.96,4.22
384,tazovskiy,6.0,RU,1586568280.0,91.0,67.47,78.7,-13.88,0.59
385,guatire,100.0,VE,1586568427.0,62.0,10.48,-66.54,25.56,0.52
386,san rafael del sur,20.0,NI,1586568428.0,52.0,11.85,-86.44,31.0,3.1
387,santa maria,22.0,BR,1586568428.0,87.0,-29.68,-53.81,14.0,1.0
388,pacific grove,40.0,US,1586568428.0,63.0,36.62,-121.92,17.78,6.2
389,tsumeb,79.0,NA,1586568428.0,59.0,-19.23,17.72,17.72,3.13
390,tall kayf,97.0,TR,1586568428.0,71.0,37.08,41.07,9.83,1.67
391,ucluelet,20.0,CA,1586568429.0,76.0,48.93,-125.55,15.0,5.7
392,kyren,50.0,RU,1586568429.0,41.0,51.68,102.14,7.01,0.76
393,najran,13.0,SA,1586568429.0,40.0,17.49,44.13,23.0,1.0
394,yaan,100.0,NG,1586568429.0,76.0,7.38,8.57,26.31,4.41
395,nantucket,90.0,US,1586568430.0,86.0,41.28,-70.1,6.11,6.2
396,upata,71.0,VE,1586568430.0,56.0,8.01,-62.4,26.14,2.52
397,astana,13.0,KZ,1586568290.0,92.0,51.18,71.45,-2.0,2.0
398,kenai,1.0,US,1586568430.0,43.0,60.55,-151.26,5.56,4.6
399,san vicente,0.0,AR,1586568294.0,70.0,-26.62,-54.13,12.01,1.57
400,paka,20.0,MY,1586568431.0,78.0,4.64,103.44,28.0,1.0
401,phalombe,60.0,MW,1586568431.0,76.0,-15.81,35.65,17.31,2.05
402,yarmouth,90.0,US,1586568431.0,68.0,41.71,-70.23,6.11,3.6
403,neryungri,50.0,RU,1586568432.0,66.0,56.67,124.65,0.21,1.61
404,hatillo,40.0,PR,1586568433.0,79.0,18.49,-66.83,27.22,3.1
405,husavik,90.0,IS,1586568433.0,100.0,66.04,-17.34,-1.0,1.5
406,lata,75.0,PT,1586568433.0,93.0,40.16,-8.33,14.0,2.6
407,lerwick,100.0,GB,1586568425.0,93.0,60.15,-1.15,7.0,3.1
408,caravelas,66.0,BR,1586568434.0,86.0,-17.71,-39.25,25.15,5.92
409,tasiilaq,99.0,GL,1586568434.0,53.0,65.61,-37.64,-5.0,1.48
410,sisimiut,81.0,GL,1586568434.0,90.0,66.94,-53.67,-1.04,3.84
411,bubaque,49.0,GW,1586568294.0,81.0,11.28,-15.83,25.66,7.13
412,bogorodskoye,0.0,RU,1586568434.0,88.0,56.55,37.88,-0.33,1.49
413,hambantota,2.0,LK,1586568435.0,81.0,6.12,81.12,26.68,5.43
414,batemans bay,8.0,AU,1586568435.0,34.0,-35.72,150.18,25.0,2.24
415,kolpashevo,2.0,RU,1586568435.0,97.0,58.31,82.91,-3.44,2.5
416,tanggu,0.0,CN,1586568435.0,30.0,39.02,117.65,15.0,8.0
417,sibu,75.0,MY,1586568200.0,94.0,2.3,111.82,26.0,0.5
418,newport,80.0,GB,1586568167.0,66.0,51.59,-3.0,13.0,3.1
419,leningradskiy,43.0,RU,1586568436.0,87.0,69.38,178.42,-11.5,3.66
420,dzhebariki-khaya,100.0,RU,1586568436.0,87.0,62.22,135.8,1.0,4.94
421,kumluca,0.0,TR,1586568436.0,50.0,36.37,30.29,15.48,2.5
422,grand river south east,,,,,,,,
423,encruzilhada do sul,1.0,BR,1586568437.0,86.0,-30.54,-52.52,11.91,2.54
424,jaguey grande,20.0,CU,1586568437.0,78.0,22.53,-81.13,27.0,1.5
425,langarud,90.0,IR,1586568437.0,93.0,37.2,50.15,9.0,2.1
426,rawannawi,,,,,,,,
427,syracuse,0.0,IT,1586568159.0,87.0,37.09,15.28,11.67,1.5
428,aksarka,99.0,RU,1586568438.0,96.0,66.56,67.8,-7.75,6.98
429,oussouye,19.0,SN,1586568439.0,94.0,12.48,-16.55,24.0,2.1
430,andenes,100.0,NO,1586568439.0,74.0,69.31,16.12,-1.0,5.1
431,walvis bay,4.0,NA,1586568439.0,37.0,-22.96,14.51,22.34,2.8
432,adolfo lopez mateos,1.0,MX,1586568439.0,14.0,28.47,-107.3,17.22,6.26
433,namatanai,88.0,PG,1586568440.0,68.0,-3.67,152.43,29.01,1.84
434,sao jose da coroa grande,7.0,BR,1586568440.0,79.0,-8.9,-35.15,27.44,3.95
435,pahrump,75.0,US,1586568440.0,44.0,36.21,-115.98,15.0,3.6
436,linhares,78.0,BR,1586568440.0,91.0,-19.39,-40.07,22.05,1.04
437,yenagoa,12.0,NG,1586568441.0,88.0,4.92,6.26,25.91,1.55
438,vaitupu,,,,,,,,
439,satana,0.0,IN,1586568441.0,19.0,20.58,74.2,25.49,2.23
440,nazareno,75.0,MX,1586568441.0,18.0,25.38,-103.42,29.0,6.29
441,kuche,,,,,,,,
442,los llanos de aridane,90.0,ES,1586568319.0,73.0,28.66,-17.92,21.0,3.1
443,yakeshi,0.0,CN,1586568442.0,39.0,49.28,120.73,6.89,2.31
444,beringovskiy,100.0,RU,1586568442.0,94.0,63.05,179.32,-12.58,7.28
445,tabou,43.0,CI,1586568443.0,82.0,4.42,-7.35,26.9,2.28
446,victoria,40.0,HK,1586568443.0,83.0,22.29,114.16,23.89,3.6
447,itamaraca,40.0,BR,1586568443.0,74.0,-7.75,-34.83,29.0,2.6
448,xining,1.0,CN,1586568443.0,28.0,36.62,101.77,1.26,1.04
449,cap malheureux,40.0,MU,1586568443.0,83.0,-19.98,57.61,25.56,5.1
450,vallenar,0.0,CL,1586568444.0,62.0,-28.57,-70.76,16.43,0.76
451,riohacha,98.0,CO,1586568416.0,83.0,11.54,-72.91,26.73,4.95
452,arman,6.0,RU,1586568444.0,92.0,59.7,150.17,-5.63,3.85
453,mastung,93.0,PK,1586568444.0,34.0,29.8,66.84,15.06,0.56
454,saryshagan,,,,,,,,
455,mullaitivu,,,,,,,,
456,mahebourg,40.0,MU,1586568245.0,83.0,-20.41,57.7,25.56,5.1
457,acajutla,36.0,SV,1586568445.0,75.0,13.59,-89.83,25.0,0.45
458,sola,75.0,VU,1586568445.0,79.0,-13.88,167.55,29.0,1.0
459,kununurra,100.0,AU,1586568446.0,73.0,-15.77,128.73,24.0,3.1
460,tambacounda,0.0,SN,1586568446.0,21.0,13.75,-13.76,33.0,2.1
461,fairlie,100.0,GB,1586568446.0,100.0,55.76,-4.86,11.11,1.0
462,montague,90.0,US,1586568148.0,86.0,42.54,-72.54,6.0,5.1
463,saint-denis,26.0,FR,1586568447.0,71.0,48.92,2.33,15.56,2.1
464,fuling,99.0,CN,1586568447.0,77.0,29.7,107.39,15.27,0.48
465,seydi,87.0,TM,1586568447.0,44.0,39.48,62.91,13.42,4.06
466,ondjiva,71.0,AO,1586568447.0,60.0,-17.07,15.73,19.86,3.89
467,opuwo,54.0,NA,1586568447.0,44.0,-18.06,13.84,21.1,2.62
468,mayumba,36.0,GA,1586568448.0,87.0,-3.43,10.66,26.72,2.67
469,ust-kamchatsk,,,,,,,,
470,taltal,4.0,CL,1586568448.0,78.0,-25.4,-70.48,16.75,1.32
471,changli,0.0,CN,1586568448.0,39.0,39.7,119.15,11.54,3.25
472,novosergiyevka,7.0,RU,1586568449.0,72.0,52.09,53.65,3.04,2.86
473,krasnoselkup,100.0,RU,1586568252.0,96.0,65.7,82.47,0.7,6.49
474,aykhal,30.0,RU,1586568449.0,54.0,66.0,111.5,-1.0,5.0
475,puri,20.0,IN,1586568450.0,83.0,19.8,85.85,26.0,1.0
476,flers,1.0,FR,1586568450.0,71.0,48.74,-0.57,12.0,3.1
477,ankpa,96.0,NG,1586568451.0,85.0,7.37,7.63,23.93,1.83
478,celestun,24.0,MX,1586568451.0,71.0,20.87,-90.4,27.91,7.57
479,cockburn harbour,,,,,,,,
480,hounde,90.0,BF,1586568451.0,48.0,11.5,-3.52,29.49,2.44
481,usab,33.0,PH,1586568455.0,72.0,12.33,123.58,27.29,3.79
482,coolum beach,100.0,AU,1586568455.0,78.0,-26.53,153.1,26.67,4.2
483,jeremie,59.0,HT,1586568458.0,74.0,18.65,-74.12,26.28,1.19
484,macapsing,27.0,PH,1586568459.0,67.0,15.68,121.13,27.45,0.91
485,monrovia,21.0,LR,1586568459.0,79.0,6.3,-10.8,26.88,2.08
486,sibi,67.0,PK,1586568459.0,31.0,29.54,67.88,26.73,0.14
487,nilanga,34.0,IN,1586568459.0,28.0,18.1,76.77,25.54,1.83
488,isahaya,98.0,JP,1586568460.0,50.0,32.84,130.04,15.0,1.0
489,bacolod,40.0,PH,1586568390.0,66.0,10.67,122.95,28.33,3.1
490,atar,0.0,MR,1586568460.0,16.0,20.52,-13.05,27.2,3.28
491,ropczyce,93.0,PL,1586568460.0,80.0,50.05,21.61,3.89,1.5
492,yinchuan,0.0,CN,1586568460.0,32.0,38.47,106.27,5.54,2.58
493,makurdi,100.0,NG,1586568461.0,68.0,7.74,8.51,28.1,4.22
494,reitz,38.0,ZA,1586568461.0,51.0,-27.8,28.43,11.68,2.13
495,swan hill,48.0,AU,1586568461.0,46.0,-35.34,143.55,17.28,9.42
496,muriwai beach,9.0,NZ,1586568461.0,68.0,-36.82,174.45,21.11,2.6
497,ondorhaan,,,,,,,,
498,lazaro cardenas,10.0,MX,1586568462.0,59.0,17.96,-102.2,27.83,3.17
499,tshela,35.0,CD,1586568462.0,92.0,-4.98,12.93,23.19,0.28
500,hamilton,1.0,US,1586568452.0,52.0,39.18,-84.53,7.22,2.77
501,loviisa,50.0,FI,1586568462.0,86.0,60.46,26.23,-2.0,2.6
502,umba,97.0,RU,1586568463.0,92.0,66.69,34.34,-5.49,3.4
503,nizhneyansk,,,,,,,,
504,mingguang,100.0,CN,1586568463.0,87.0,32.78,117.96,7.65,5.48
505,tabas,100.0,IR,1586568463.0,44.0,33.6,56.92,20.92,7.97
506,chico,40.0,US,1586568383.0,40.0,39.73,-121.84,23.0,4.1
507,kabare,67.0,CD,1586568464.0,59.0,-2.47,28.82,15.9,0.85
508,saint-leu,20.0,RE,1586568464.0,78.0,-21.15,55.28,25.0,4.6
509,taoudenni,0.0,ML,1586568464.0,13.0,22.68,-3.98,28.95,2.92
510,coquimbo,17.0,CL,1586568063.0,67.0,-29.95,-71.34,16.0,2.1
511,bayir,0.0,TR,1586568465.0,93.0,37.27,28.22,6.0,1.5
512,natchitoches,1.0,US,1586568465.0,58.0,31.77,-93.13,15.0,2.44
513,waipawa,0.0,NZ,1586568465.0,63.0,-41.41,175.52,18.0,10.8
514,padang,85.0,ID,1586568465.0,76.0,-0.95,100.35,25.9,1.95
515,conchas,3.0,BR,1586568466.0,70.0,-23.02,-48.01,16.58,3.25
516,hirara,40.0,JP,1586568256.0,69.0,24.8,125.28,24.0,5.1
517,manggar,76.0,ID,1586568343.0,79.0,-2.88,108.27,27.46,2.48
518,samalaeulu,,,,,,,,
519,pasni,10.0,PK,1586568466.0,61.0,25.26,63.47,25.95,2.45
520,boyolangu,26.0,ID,1586568467.0,81.0,-8.12,111.89,26.51,1.12
521,killybegs,94.0,IE,1586568467.0,95.0,54.63,-8.45,10.56,1.79
522,sampit,51.0,ID,1586568467.0,92.0,-2.53,112.95,25.48,0.84
523,ao luk,,,,,,,,
524,kipini,97.0,KE,1586568468.0,83.0,-2.53,40.53,27.61,6.75
525,ijero,20.0,NG,1586568468.0,88.0,6.48,3.38,27.0,3.46
526,rio cuarto,0.0,AR,1586568384.0,59.0,-33.13,-64.35,16.0,5.1
527,iranshahr,45.0,IR,1586568468.0,38.0,27.2,60.68,24.0,2.1
528,verkhnevilyuysk,19.0,RU,1586568468.0,92.0,63.45,120.32,-0.58,3.1
529,madaoua,100.0,NE,1586568469.0,22.0,14.07,5.96,29.14,1.4
530,vigeland,99.0,NO,1586568469.0,69.0,58.08,7.3,5.56,1.5
531,port lincoln,97.0,AU,1586568457.0,61.0,-34.73,135.87,16.66,6.71
532,port hedland,0.0,AU,1586568469.0,45.0,-20.32,118.57,31.0,4.1
533,marawi,47.0,PH,1586568368.0,62.0,8.0,124.29,24.08,1.15
534,valleyview,94.0,CA,1586568472.0,73.0,55.07,-117.29,-1.84,4.48
535,rudnogorsk,100.0,RU,1586568472.0,85.0,57.26,103.75,1.75,1.54
536,kavieng,98.0,PG,1586568472.0,72.0,-2.57,150.8,28.95,2.16
537,sibolga,78.0,ID,1586568269.0,80.0,1.74,98.78,25.01,1.57
538,el tigre,100.0,VE,1586568473.0,44.0,8.89,-64.25,29.12,3.72
539,xiongyue,2.0,CN,1586568473.0,47.0,40.18,122.12,10.08,0.88
540,rocha,1.0,UY,1586568473.0,88.0,-34.48,-54.33,14.22,1.49
541,jibuti,75.0,DJ,1586568473.0,78.0,11.5,42.5,28.0,1.5
542,katangli,99.0,RU,1586568473.0,95.0,51.71,143.23,-2.42,3.07
543,balykshi,,,,,,,,
544,dwarka,0.0,IN,1586568474.0,75.0,22.24,68.97,25.96,6.12
545,san isidro,20.0,PE,1586568474.0,83.0,-12.12,-77.05,22.0,4.1
546,mayo,1.0,US,1586568474.0,42.0,38.89,-76.51,8.33,6.2
547,semirom,33.0,IR,1586568475.0,41.0,31.42,51.57,6.43,5.35
548,plerin,0.0,FR,1586568475.0,62.0,48.54,-2.78,14.44,1.0
549,torrington,90.0,US,1586568475.0,52.0,41.8,-73.12,7.22,5.7
550,rodrigues alves,64.0,BR,1586568475.0,89.0,-7.74,-72.65,23.93,0.25
551,halalo,,,,,,,,
552,kipen,90.0,RU,1586568476.0,95.0,59.68,29.85,0.0,4.0
553,asau,63.0,RO,1586568228.0,52.0,46.43,26.4,6.0,2.1
554,san ignacio,54.0,BZ,1586568476.0,82.0,17.16,-89.07,26.11,2.68
555,kearney,1.0,US,1586568476.0,33.0,40.7,-99.08,18.0,4.6
556,mbanza-ngungu,76.0,CD,1586568476.0,81.0,-5.25,14.87,20.69,0.41
557,grand centre,,,,,,,,
558,zhigansk,0.0,RU,1586568317.0,95.0,66.77,123.37,-4.04,5.28
559,wamba,100.0,NG,1586568477.0,45.0,8.93,8.6,26.18,1.18
560,manyana,70.0,BW,1586568477.0,52.0,-23.4,21.72,18.05,2.52
561,lulea,26.0,SE,1586568477.0,68.0,65.58,22.15,-3.0,4.6
562,daru,87.0,PG,1586568306.0,71.0,-9.08,143.21,28.72,3.31
563,el badari,,,,,,,,
564,nassau,75.0,US,1586568422.0,52.0,40.75,-73.58,7.78,10.8
565,elk city,1.0,US,1586568478.0,45.0,35.41,-99.4,17.22,5.1
566,wagar,2.0,SD,1586568478.0,44.0,16.15,36.2,21.14,4.01
567,falan,79.0,CO,1586568479.0,66.0,5.12,-74.95,22.35,1.31
568,mabama,20.0,TZ,1586568479.0,93.0,-5.13,32.53,19.0,2.6
569,businga,84.0,CD,1586568479.0,74.0,3.33,20.88,23.56,0.59
570,bantry,75.0,IE,1586568479.0,82.0,51.68,-9.45,14.0,3.1
571,acari,27.0,PE,1586568479.0,67.0,-15.43,-74.62,23.55,1.48
572,tezu,0.0,IN,1586568480.0,33.0,27.92,96.17,20.53,1.5
573,lewistown,20.0,US,1586568480.0,48.0,40.6,-77.57,5.56,7.2
574,las vegas,90.0,US,1586568261.0,38.0,36.17,-115.14,17.0,0.32
575,nago,75.0,JP,1586568480.0,56.0,26.59,127.98,23.0,5.1
576,sorsk,5.0,RU,1586568480.0,82.0,54.0,90.25,-3.27,1.59
577,jinchengjiang,,,,,,,,
578,udachnyy,3.0,RU,1586568481.0,54.0,66.42,112.4,-1.0,5.0
579,novobiryusinskiy,75.0,RU,1586568481.0,93.0,56.96,97.71,-0.88,0.93
580,ustye,36.0,RU,1586568481.0,93.0,59.63,39.74,-2.59,1.25
581,vardo,100.0,NO,1586568306.0,92.0,70.37,31.11,-2.1,7.73
582,kodinsk,92.0,RU,1586568256.0,91.0,58.69,99.18,-0.23,1.89
583,ruatoria,,,,,,,,
584,bonfim,85.0,BR,1586568482.0,61.0,3.08,-59.95,29.47,4.08
585,aljezur,98.0,PT,1586568482.0,87.0,37.32,-8.8,15.0,4.06
586,dunedin,0.0,NZ,1586568212.0,65.0,-45.87,170.5,16.67,3.13
587,vanimo,85.0,PG,1586568484.0,74.0,-2.67,141.3,28.33,1.81
588,olinda,40.0,BR,1586568484.0,74.0,-8.01,-34.86,29.0,2.6
589,matadi,37.0,CD,1586568484.0,89.0,-5.82,13.45,24.92,0.56
590,raymondville,75.0,US,1586568484.0,94.0,26.48,-97.78,24.44,8.2
591,kulhudhuffushi,1.0,MV,1586568485.0,65.0,6.62,73.07,29.11,1.81
592,sechura,24.0,PE,1586568485.0,67.0,-5.56,-80.82,24.99,6.71
593,muros,90.0,ES,1586568485.0,100.0,42.78,-9.06,14.44,1.11
594,ust-tsilma,100.0,RU,1586568281.0,96.0,65.44,52.15,-8.81,2.05
595,cabedelo,65.0,BR,1586568486.0,94.0,-6.98,-34.83,26.0,3.34
596,berlevag,100.0,NO,1586568305.0,91.0,70.86,29.09,-2.76,8.21
597,akita,75.0,JP,1586568388.0,52.0,39.72,140.12,8.0,4.6
598,bandarbeyla,26.0,SO,1586568268.0,72.0,9.49,50.81,26.56,3.62
599,sabang,91.0,ID,1586568489.0,78.0,5.89,95.32,28.31,4.83
600,mackay,85.0,AU,1586568489.0,69.0,-21.15,149.2,29.44,3.6
601,novikovo,38.0,RU,1586568489.0,70.0,51.15,37.89,3.88,4.82
602,baloda bazar,0.0,IN,1586568490.0,18.0,21.67,82.17,25.66,1.48
603,talnakh,75.0,RU,1586568490.0,85.0,69.49,88.4,-7.0,10.0
604,bartica,95.0,GY,1586568490.0,88.0,6.4,-58.62,25.0,2.1
605,yvetot,24.0,FR,1586568490.0,66.0,49.62,0.76,17.0,3.1
606,sao felix do xingu,41.0,BR,1586568491.0,88.0,-6.64,-51.99,23.7,0.73
607,abiy adi,,,,,,,,
608,tsabong,0.0,BW,1586568491.0,42.0,-26.02,22.4,21.52,4.93
609,eureka,90.0,US,1586568492.0,81.0,40.8,-124.16,13.89,5.7
610,coahuayana,1.0,MX,1586568492.0,36.0,18.73,-103.68,31.02,2.58
611,milingimbi,,,,,,,,
612,kismayo,80.0,SO,1586568492.0,80.0,-0.36,42.55,28.32,5.01
613,meyungs,,,,,,,,
614,vilhena,41.0,BR,1586568493.0,77.0,-12.74,-60.15,21.47,0.82
615,rio bonito,75.0,BR,1586568493.0,88.0,-22.71,-42.61,22.0,0.34
616,valparaiso,40.0,CL,1586568493.0,87.0,-33.04,-71.63,13.0,1.0
617,alice springs,0.0,AU,1586568230.0,19.0,-23.7,133.88,26.0,3.1
618,changde,100.0,CN,1586568494.0,85.0,29.05,111.68,8.3,6.38
619,nuuk,99.0,GL,1586568494.0,88.0,64.18,-51.72,0.0,4.1
620,acapulco,20.0,MX,1586568414.0,83.0,16.86,-99.89,27.0,4.6
621,shaartuz,,,,,,,,
622,saint-ambroise,75.0,CA,1586568495.0,55.0,48.55,-71.33,4.0,3.6
623,caucaia,20.0,BR,1586568495.0,79.0,-3.74,-38.65,29.0,2.6
624,buluang,62.0,PH,1586568495.0,66.0,13.31,123.34,28.1,1.85
625,sinop,0.0,TR,1586568496.0,53.0,41.77,34.87,4.58,1.96
626,makasar,20.0,ID,1586568496.0,83.0,-5.14,119.42,28.0,0.5
627,pimentel,10.0,PE,1586568496.0,79.0,-6.84,-79.93,23.1,5.56
